Dataset index,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature difference [K],Power [W],Overstrain indicator,Actual failure,Failure probability,Corrective action,Preventive action,Predictive action
5030,M,303.9,313.1,1437,48.3,110,9.200000000000045,7268.294515565738,5313.0,0,0.004139391171481507,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2680,L,299.8,309.5,1641,27.1,16,9.699999999999989,4657.002701901902,433.6,0,0.0036410380719261587,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3636,L,302.2,311.4,1449,46.5,60,9.199999999999989,7055.860020329997,2790.0,0,0.003646680806265496,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8129,L,300.0,311.3,1520,39.2,43,11.300000000000011,6239.621889049809,1685.6000000000001,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6546,M,301.4,310.8,1530,39.9,107,9.400000000000034,6392.82689078987,4269.3,0,0.0036404426947292596,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8792,L,297.4,308.5,1418,51.2,52,11.100000000000023,7602.821773295492,2662.4,0,0.0037226333657020515,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9038,L,297.3,308.3,2358,14.9,49,11.0,3679.24482032515,730.1,0,0.006335703872277101,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8317,L,298.7,309.7,1667,30.4,92,11.0,5306.862086247973,2796.7999999999997,0,0.003656101062379394,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6430,L,300.3,309.8,1523,39.2,24,9.5,6251.9369322518805,940.8000000000001,0,0.0036451538474706916,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
881,L,295.7,306.2,1464,46.2,92,10.5,7082.909133077404,4250.400000000001,0,0.0036490371600571294,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9459,L,298.4,309.1,1579,36.1,123,10.700000000000045,5969.225009355334,4440.3,0,0.0036416472546152274,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5574,L,302.4,312.0,1305,49.1,16,9.600000000000023,6709.970669169759,785.6,0,0.005570355225654173,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1345,L,298.5,310.0,1804,26.1,22,11.5,4930.666837956109,574.2,0,0.003711289065139937,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4250,L,302.6,311.0,1660,38.0,99,8.399999999999977,6605.722152948138,3762.0,0,0.0036935577910217655,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1241,M,297.1,308.5,1621,32.4,194,11.399999999999977,5499.923426786579,6285.599999999999,0,0.0037285579711585173,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
504,M,297.6,309.3,1529,41.9,3,11.699999999999989,6708.881583716516,125.69999999999999,0,0.0036404426947292596,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1813,L,298.1,307.7,1479,45.0,136,9.599999999999966,6969.623301988957,6120.0,0,0.0036401305849835795,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3229,L,300.6,309.4,1442,43.2,96,8.799999999999955,6523.454313326134,4147.200000000001,0,0.0037322271299063113,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5699,L,302.4,311.9,1867,25.9,121,9.5,5063.755174737684,3133.8999999999996,0,0.003921206390006833,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3754,L,302.3,311.0,1442,43.7,152,8.699999999999989,6598.957256767409,6642.400000000001,0,0.0037313970722793162,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7448,L,300.3,311.8,1488,38.4,51,11.5,5983.603031733263,1958.3999999999999,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
656,M,297.7,309.1,1732,28.1,167,11.400000000000034,5096.626705869746,4692.7,0,0.0042771451375535575,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7187,L,300.4,310.5,1402,54.3,44,10.100000000000023,7972.168349602531,2389.2,0,0.003986526398822949,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2181,H,299.5,309.1,1548,44.3,40,9.600000000000023,7181.303814987836,1772.0,0,0.004906882040545216,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6817,M,301.0,310.7,1493,48.1,145,9.699999999999989,7520.271190334664,6974.5,0,0.003944336366648931,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4270,L,302.6,310.9,1331,52.0,154,8.299999999999955,7247.86369134189,8008.0,1,0.9917222175985094,REPAIR AFTER FAILURE,CONTINUE OPERATION,PERFORM MAINTENANCE
4307,L,301.4,309.9,1259,63.9,20,8.5,8424.714771352139,1278.0,1,0.5915555843967543,REPAIR AFTER FAILURE,CONTINUE OPERATION,PERFORM MAINTENANCE
2445,H,299.2,308.7,1375,55.1,78,9.5,7933.830447253222,4297.8,0,0.0037441736009481085,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6370,L,300.1,309.6,1321,46.9,75,9.5,6487.901956463009,3517.5,0,0.003856108988151207,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1331,H,298.9,310.2,1771,26.8,216,11.300000000000011,4970.292793293388,5788.8,0,0.03161220306245892,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
7576,M,300.3,311.1,1477,44.2,166,10.800000000000011,6836.461661378797,7337.200000000001,0,0.0036549471431076334,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6238,L,301.3,310.8,1390,57.4,164,9.5,8355.170381977174,9413.6,0,0.005361333991906915,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2256,L,299.1,308.3,1489,38.1,32,9.199999999999989,5940.845955717906,1219.2,0,0.00363972720324028,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
618,H,298.2,310.0,1433,44.2,68,11.800000000000011,6632.802681622082,3005.6000000000004,0,0.003984849963252047,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1009,M,296.2,307.2,1385,44.0,5,11.0,6381.621876992067,220.0,0,0.003786073504271519,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1879,M,298.2,307.7,1608,33.8,106,9.5,5691.560578655556,3582.7999999999997,0,0.003665614702801648,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6522,L,301.1,310.1,1489,45.8,42,9.0,7141.489364091341,1923.6,0,0.0037250868517887574,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1379,L,298.7,310.1,1620,34.8,112,11.400000000000034,5903.680914625938,3897.5999999999995,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4967,L,303.9,312.6,1426,53.4,172,8.700000000000045,7974.241800753899,9184.8,0,0.005384291513575265,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5423,L,302.6,312.3,1647,31.8,52,9.699999999999989,5484.655286490133,1653.6000000000001,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6227,L,301.2,310.8,1479,38.2,139,9.600000000000023,5916.435780799515,5309.8,0,0.0036652226550406538,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
306,L,297.8,308.4,1374,47.1,150,10.599999999999966,6776.980840470831,7065.0,0,0.0037267434219710057,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7288,M,300.2,310.6,1983,20.8,83,10.400000000000034,4319.312907567535,1726.4,0,0.003651796063577452,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8500,L,298.3,309.5,1711,30.3,148,11.199999999999989,5429.017680595057,4484.400000000001,0,0.003673219137165179,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9981,L,298.7,308.5,1353,47.0,190,9.800000000000011,6659.233947814284,8930.0,0,0.004143418897585012,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9054,M,297.3,308.4,1521,38.2,87,11.099999999999966,6084.448155913496,3323.4,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7174,L,300.2,310.2,1530,48.5,15,10.0,7770.729428654353,727.5,0,0.00474283496100096,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
380,L,297.5,308.3,2564,12.8,127,10.800000000000011,3436.818587223139,1625.6000000000001,1,0.9904141813861932,REPAIR AFTER FAILURE,CONTINUE OPERATION,PERFORM MAINTENANCE
5295,L,303.8,313.2,1336,47.8,176,9.399999999999977,6687.48733774557,8412.8,0,0.004201616668086535,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7339,L,299.8,310.4,1579,36.4,0,10.599999999999966,6018.830757355517,0.0,0,0.0036413826600562222,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6279,L,301.3,310.8,1432,54.4,51,9.5,8157.752699625591,2774.4,0,0.0037953148311863348,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6572,L,301.4,310.7,1428,53.7,176,9.300000000000011,8030.287813693942,9451.2,0,0.004197166939103511,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6208,M,300.7,310.6,1418,46.3,84,9.900000000000034,6875.207970773071,3889.2,0,0.0037401828678459807,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6180,L,301.0,310.9,1492,44.6,15,9.899999999999977,6968.387608878545,669.0,0,0.003664366726796971,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4392,L,302.2,310.1,1458,45.1,15,7.900000000000034,6885.931273697323,676.5,0,0.004707350685478005,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9650,M,299.1,310.0,1437,41.1,192,10.899999999999977,6184.822041195691,7891.200000000001,0,0.0037200230803238095,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6630,M,301.6,310.5,1414,49.3,106,8.899999999999977,7300.035073342506,5225.799999999999,0,0.004173506242208766,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1616,H,297.8,307.8,1662,30.7,48,10.0,5343.157953372448,1473.6,0,0.0036806380703123497,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8309,M,298.7,310.0,1459,40.2,69,11.300000000000011,6142.002133327262,2773.8,0,0.0036663166888374716,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4754,M,303.3,311.5,1384,54.8,48,8.199999999999989,7942.281331491379,2630.3999999999996,0,0.08693832758512257,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7287,M,300.2,310.4,1530,35.7,80,10.199999999999989,5719.897744390937,2856.0,0,0.0036413826600562222,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8893,L,297.5,308.7,1371,46.5,121,11.199999999999989,6676.04146851099,5626.5,0,0.003696468004141605,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
313,L,298.0,308.6,1313,50.8,170,10.600000000000023,6984.849554383354,8636.0,0,0.003863549628766124,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8371,L,298.7,309.7,1881,21.7,29,11.0,4274.419548547737,629.3,0,0.0036470370619362397,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4429,M,302.3,310.1,1731,33.4,112,7.800000000000011,6054.414530145177,3740.7999999999997,0,0.003985186902689209,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6121,L,300.9,311.1,1457,37.4,96,10.200000000000045,5706.367952029476,3590.3999999999996,0,0.0036424622941318998,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5534,M,302.3,311.7,1494,37.1,114,9.399999999999977,5804.3437549194305,4229.400000000001,0,0.0036796197606065,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7505,L,300.5,311.9,1546,39.4,203,11.399999999999977,6378.731611750763,7998.2,0,0.00814096140594827,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
1448,M,299.0,310.3,1657,31.0,70,11.300000000000011,5379.139661231564,2170.0,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1337,H,298.7,310.2,1613,36.0,0,11.5,6080.866740288404,0.0,0,0.003702764627957299,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2912,L,300.7,309.6,1661,30.3,129,8.900000000000034,5270.367251588773,3908.7000000000003,0,0.0037129459805052356,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9311,L,298.4,309.4,1540,43.2,141,11.0,6966.795868600726,6091.200000000001,0,0.003644553703087567,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3695,L,302.2,311.3,1530,37.3,207,9.100000000000023,5976.251704923863,7721.099999999999,1,0.08656965165730449,REPAIR AFTER FAILURE,PERFORM MAINTENANCE,CONTINUE OPERATION
6931,M,300.8,311.4,1521,39.9,15,10.599999999999966,6355.222026726399,598.5,0,0.003643394490715871,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4394,L,302.2,310.0,1483,48.7,20,7.800000000000011,7563.080626227579,974.0,0,0.005755763791545657,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5848,L,301.4,311.3,2323,15.9,50,9.900000000000034,3867.8974591732176,795.0,0,0.004780083787943092,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3966,L,302.3,311.5,1530,37.8,57,9.199999999999989,6056.362317590402,2154.6,0,0.003654982974407149,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
787,L,296.9,308.1,1435,45.3,62,11.200000000000045,6807.360041431043,2808.6,0,0.003973378516851166,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9855,L,298.7,309.6,1516,38.5,61,10.900000000000034,6112.073227314062,2348.5,0,0.003639864083070806,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
846,M,296.4,307.4,1416,50.0,210,11.0,7414.158662471912,10500.0,0,0.005952746486256676,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
6693,M,301.8,311.0,1756,26.7,33,9.199999999999989,4909.806662736271,881.1,0,0.0036487950836439744,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7015,L,300.5,310.5,1452,42.9,29,10.0,6523.077322207703,1244.1,0,0.003671712014562517,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4487,L,302.5,310.5,1436,36.5,43,8.0,5488.781244841847,1569.5,0,0.00378134419535999,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3451,L,301.6,310.6,1455,43.9,0,9.0,6688.921998390708,0.0,0,0.0036961972913863426,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8472,L,298.5,309.7,1634,37.8,78,11.199999999999989,6468.036618916809,2948.3999999999996,0,0.0036628588647397756,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4283,M,301.8,309.9,1334,61.0,182,8.099999999999966,8521.465353107194,11102.0,1,0.8519376808644289,REPAIR AFTER FAILURE,CONTINUE OPERATION,PERFORM MAINTENANCE
5539,H,302.3,311.7,1482,39.0,127,9.399999999999977,6052.592406406096,4953.0,0,0.003659019677999791,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4673,L,303.4,311.5,1501,36.2,69,8.100000000000023,5690.073558132858,2497.8,0,0.0038101353316787575,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9109,L,297.5,308.6,1513,39.7,32,11.100000000000023,6290.107282992996,1270.4,0,0.003694373644304548,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9997,M,299.0,308.6,1645,33.4,22,9.600000000000023,5753.617505539466,734.8,0,0.0036500748186349364,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6057,L,300.8,310.8,1689,32.9,151,10.0,5819.077824464765,4967.9,0,0.0036713329727282606,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8078,L,300.3,311.7,1571,31.2,123,11.399999999999977,5132.8597411411465,3837.6,0,0.0037086012032480214,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3582,L,301.8,310.6,1395,50.5,131,8.800000000000011,7377.244948792231,6615.5,0,0.0040962883532367055,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8485,L,298.4,309.5,1450,47.9,112,11.100000000000023,7273.31059183597,5364.8,0,0.0036794742690578557,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1903,L,297.9,307.6,1968,20.4,171,9.700000000000045,4204.204952740004,3488.3999999999996,0,0.0037208259675220214,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7263,L,300.4,310.6,1429,46.9,19,10.200000000000045,7018.32846009511,891.1,0,0.004072267465098147,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2169,L,299.5,309.1,1415,49.2,8,9.600000000000023,7290.379911920474,393.6,0,0.0038379636970629163,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
716,H,297.4,308.6,1420,45.8,120,11.200000000000045,6810.553993962192,5496.0,0,0.005391966991497819,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3671,M,302.3,311.7,1486,39.6,147,9.399999999999977,6162.296821869451,5821.2,0,0.003647870884462466,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1964,M,297.8,307.5,1405,46.9,113,9.699999999999989,6900.455903732422,5299.7,0,0.0036444514675359916,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7176,L,300.1,310.1,1650,31.6,19,10.0,5460.088031939061,600.4,0,0.003639864083070806,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
21,L,298.8,309.3,1450,44.8,63,10.5,6802.595292573099,2822.3999999999996,0,0.0036937919989650145,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9159,M,297.5,308.6,1510,35.5,155,11.100000000000023,5613.502473189362,5502.5,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6182,L,301.0,310.8,1475,35.3,19,9.800000000000011,5452.495849692885,670.6999999999999,0,0.003653044305548242,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9353,L,298.2,308.8,1345,44.3,37,10.600000000000023,6239.569529172247,1639.1,0,0.003927453886088407,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2897,M,300.6,309.5,1530,40.2,93,8.899999999999977,6440.893258389794,3738.6000000000004,0,0.003656700143984633,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
788,M,296.9,308.1,1440,46.3,64,11.200000000000045,6981.875513337955,2963.2,0,0.003715292782882163,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4968,M,303.9,312.7,1485,43.3,174,8.800000000000011,6733.532614071683,7534.2,0,0.003647073937598922,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3785,L,302.3,310.9,1545,36.7,18,8.599999999999966,5937.76719491739,660.6,0,0.003676583356877829,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3944,L,302.2,311.2,1381,49.4,207,9.0,7144.128301920356,10225.8,0,0.056166123038734805,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
7173,L,300.1,310.1,1684,30.8,13,10.0,5431.520482742418,400.40000000000003,0,0.0036524146883722686,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7313,L,299.9,310.4,1408,38.4,144,10.5,5661.903944005668,5529.599999999999,0,0.003673815175299281,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1508,M,298.0,308.6,1507,37.3,217,10.600000000000023,5886.412627006708,8094.099999999999,0,0.03366640597113786,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
924,L,295.5,306.0,1800,27.6,208,10.5,5202.477434344697,5740.8,0,0.013951623074675104,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
2493,M,299.0,308.8,1418,45.7,204,9.800000000000011,6786.112403117266,9322.800000000001,0,0.007122861529961962,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
9530,H,299.1,310.4,1405,53.6,86,11.299999999999955,7886.235318551339,4609.6,0,0.0037399284085822245,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2129,H,299.4,309.0,1607,33.7,130,9.600000000000023,5671.192586284783,4381.0,0,0.003652796048152552,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3727,L,302.3,311.2,1786,24.3,81,8.899999999999977,4544.81642824221,1968.3,0,0.0036448261294491774,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1738,H,298.4,307.9,1948,21.4,136,9.5,4365.47337562428,2910.3999999999996,0,0.0036536452321299074,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9881,L,298.8,309.8,1493,38.5,132,11.0,6019.343884155604,5082.0,0,0.003651361887097496,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2815,M,300.1,309.4,1569,31.6,124,9.299999999999955,5192.047346734779,3918.4,0,0.0036418698210994417,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7526,L,300.1,311.4,1660,31.4,38,11.299999999999955,5458.412515857145,1193.2,0,0.0036424622941318998,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3699,L,302.2,311.2,1649,33.2,9,9.0,5733.07148958499,298.8,0,0.0036849222521491607,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9308,L,298.4,309.1,1423,48.0,135,10.700000000000045,7152.778153693242,6480.0,0,0.0037076861039302663,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2237,L,299.3,308.6,1403,50.6,189,9.300000000000011,7434.243911503862,9563.4,0,0.003891497040834662,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7045,M,300.7,310.6,1609,27.6,108,9.900000000000034,4650.4367732558985,2980.8,0,0.0036755372098643303,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
812,L,296.8,307.6,1338,44.4,128,10.800000000000011,6221.107436344651,5683.2,0,0.004170876515905801,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6012,H,300.8,310.9,1425,44.0,33,10.099999999999966,6565.928646002667,1452.0,0,0.00406692569026016,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1833,L,297.8,307.3,1327,61.0,186,9.5,8476.7500176711,11346.0,1,0.881599627318114,REPAIR AFTER FAILURE,CONTINUE OPERATION,PERFORM MAINTENANCE
5087,M,304.0,313.0,1685,28.2,66,9.0,4975.9686040208735,1861.2,0,0.0039254587612667455,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5478,L,302.7,312.2,1611,34.1,186,9.5,5752.790219474022,6342.6,0,0.0036515914882665848,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1681,M,297.8,307.3,1804,26.0,222,9.5,4911.775394132523,5772.0,0,0.051806562120368126,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
3051,L,300.2,309.3,1366,49.3,59,9.100000000000023,7052.226244827344,2908.7,0,0.003670157124163135,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8361,L,298.6,309.5,1450,44.3,7,10.899999999999977,6726.6734701113455,310.09999999999997,0,0.003639864083070806,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8426,L,299.1,310.5,1628,35.9,174,11.399999999999977,6120.36703191954,6246.599999999999,0,0.0036653546840065077,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5747,L,302.1,311.5,1533,39.4,26,9.399999999999977,6325.094153178473,1024.3999999999999,0,0.0036404426947292596,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5793,L,301.8,311.3,1471,44.2,148,9.5,6808.689982321063,6541.6,0,0.00364089250824299,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
